No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|1er lot|Nombre de lots|Code type local|Type local|Surface reelle bati|Nombre pieces principales|year
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|209.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|408.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|215.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|216.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|217.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|208.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|207.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|314.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|312.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|218.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|219.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|220.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|221.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|222.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|223.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|224.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|301.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|302.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|303.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|304.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|305.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|306.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|307.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|308.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|309.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|310.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|311.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|406.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|405.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|404.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|403.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|402.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|401.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|400.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|316.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|315.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|407.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|204.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|399.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|398.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|397.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|396.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|395.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|394.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|393.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|392.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|385.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|384.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|383.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|382.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|381.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|380.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|379.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|378.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|377.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|376.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|375.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|374.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|129.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|373.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|372.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|371.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|370.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|369.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|130.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|368.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|367.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|366.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|206.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|205.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|140.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|203.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|202.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|156.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|155.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|131.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|154.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|153.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|152.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|132.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|151.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|150.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|133.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|149.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|148.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|134.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|135.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|136.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|137.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|147.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|146.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|138.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|139.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|145.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|144.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|143.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|142.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|141.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|128.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|391.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|390.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|389.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|388.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|387.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|27845706,00||||||NOGENT SUR MARNE|94|52||C|55|386.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|675000,00||||||NOGENT SUR MARNE|94|52||H|167|3.0|1|||||2022
1|27/12/2022|Vente en l'état futur d'achèvement|675000,00||||||NOGENT SUR MARNE|94|52||H|167|44.0|1|||||2022
1|29/12/2022|Vente en l'état futur d'achèvement|381000,00||||||NOGENT SUR MARNE|94|52||H|167|18.0|1|||||2022
1|30/12/2022|Vente en l'état futur d'achèvement|260000,00||||||NOGENT SUR MARNE|94|52||H|167|39.0|1|||||2022
1|02/07/2021|Vente en l'état futur d'achèvement|294000,00||||||NOGENT SUR MARNE|94|52||AE|6|118.0|1|||||2021
1|02/07/2021|Vente en l'état futur d'achèvement|294000,00||||||NOGENT SUR MARNE|94|52||AE|6|103.0|1|||||2021
1|01/03/2021|Vente en l'état futur d'achèvement|400000,00||||||NOGENT SUR MARNE|94|52||AE|6|105.0|1|||||2021
1|01/03/2021|Vente en l'état futur d'achèvement|400000,00||||||NOGENT SUR MARNE|94|52||AE|6|119.0|1|||||2021
1|15/03/2021|Vente en l'état futur d'achèvement|555000,00||||||NOGENT SUR MARNE|94|52||J|101|7.0|1|||||2021
1|15/03/2021|Vente en l'état futur d'achèvement|555000,00||||||NOGENT SUR MARNE|94|52||J|101|38.0|1|||||2021
1|23/03/2021|Vente en l'état futur d'achèvement|1056000,00||||||NOGENT SUR MARNE|94|52||AE|6|100.0|1|||||2021
1|31/03/2021|Vente en l'état futur d'achèvement|736000,00||||||NOGENT SUR MARNE|94|52||I|72|2863.0|1|||||2021
1|31/03/2021|Vente en l'état futur d'achèvement|736000,00||||||NOGENT SUR MARNE|94|52||I|72|2825.0|1|||||2021
1|31/03/2021|Vente en l'état futur d'achèvement|736000,00||||||NOGENT SUR MARNE|94|52||I|72|2856.0|1|||||2021
1|31/03/2021|Vente en l'état futur d'achèvement|736000,00||||||NOGENT SUR MARNE|94|52||I|72|2862.0|1|||||2021
1|06/01/2020|Vente en l'état futur d'achèvement|910000,00||||||NOGENT SUR MARNE|94|52||J|101|60.0|1|||||2020
1|06/01/2020|Vente en l'état futur d'achèvement|910000,00||||||NOGENT SUR MARNE|94|52||J|101|73.0|1|||||2020
1|06/01/2020|Vente en l'état futur d'achèvement|910000,00||||||NOGENT SUR MARNE|94|52||J|101|59.0|1|||||2020
1|06/01/2020|Vente en l'état futur d'achèvement|910000,00||||||NOGENT SUR MARNE|94|52||J|101|31.0|1|||||2020
1|10/01/2020|Vente en l'état futur d'achèvement|510000,00||||||NOGENT SUR MARNE|94|52||J|101|75.0|1|||||2020
1|10/01/2020|Vente en l'état futur d'achèvement|510000,00||||||NOGENT SUR MARNE|94|52||J|101|46.0|1|||||2020
1|12/02/2020|Vente en l'état futur d'achèvement|330000,00||||||NOGENT SUR MARNE|94|52||J|101|9.0|1|||||2020
1|12/02/2020|Vente en l'état futur d'achèvement|330000,00||||||NOGENT SUR MARNE|94|52||J|101|57.0|1|||||2020
1|19/02/2020|Vente en l'état futur d'achèvement|396000,00||||||NOGENT SUR MARNE|94|52||J|101|53.0|1|||||2020
1|19/02/2020|Vente en l'état futur d'achèvement|396000,00||||||NOGENT SUR MARNE|94|52||J|101|6.0|1|||||2020
1|26/02/2020|Vente en l'état futur d'achèvement|453000,00||||||NOGENT SUR MARNE|94|52||I|72|2846.0|1|||||2020
1|26/02/2020|Vente en l'état futur d'achèvement|453000,00||||||NOGENT SUR MARNE|94|52||I|72|2878.0|1|||||2020
1|26/02/2020|Vente en l'état futur d'achèvement|453000,00||||||NOGENT SUR MARNE|94|52||I|72|2826.0|1|||||2020
1|09/03/2020|Vente en l'état futur d'achèvement|18000,00||||||NOGENT SUR MARNE|94|52||I|72|2883.0|1|||||2020
1|17/06/2020|Vente en l'état futur d'achèvement|368000,00||||||NOGENT SUR MARNE|94|52||I|72|2877.0|1|||||2020
1|17/06/2020|Vente en l'état futur d'achèvement|368000,00||||||NOGENT SUR MARNE|94|52||I|72|2821.0|1|||||2020
1|17/06/2020|Vente en l'état futur d'achèvement|368000,00||||||NOGENT SUR MARNE|94|52||I|72|2824.0|1|||||2020
1|24/07/2020|Vente en l'état futur d'achèvement|726000,00||||||NOGENT SUR MARNE|94|52||I|72|2868.0|1|||||2020
1|24/07/2020|Vente en l'état futur d'achèvement|726000,00||||||NOGENT SUR MARNE|94|52||I|72|2852.0|1|||||2020
1|24/07/2020|Vente en l'état futur d'achèvement|726000,00||||||NOGENT SUR MARNE|94|52||I|72|2829.0|1|||||2020
1|24/07/2020|Vente en l'état futur d'achèvement|726000,00||||||NOGENT SUR MARNE|94|52||I|72|2867.0|1|||||2020
1|05/10/2020|Vente en l'état futur d'achèvement|18000,00||||||NOGENT SUR MARNE|94|52||I|72|2876.0|1|||||2020
1|07/12/2020|Vente en l'état futur d'achèvement|234000,00||||||NOGENT SUR MARNE|94|52||AE|6|101.0|1|||||2020
1|07/12/2020|Vente en l'état futur d'achèvement|234000,00||||||NOGENT SUR MARNE|94|52||AE|6|121.0|1|||||2020
1|16/12/2020|Vente en l'état futur d'achèvement|1072000,00||||||NOGENT SUR MARNE|94|52||AE|6|110.0|1|||||2020
1|16/12/2020|Vente en l'état futur d'achèvement|1072000,00||||||NOGENT SUR MARNE|94|52||AE|6|113.0|1|||||2020
1|17/12/2020|Vente en l'état futur d'achèvement|20000,00||||||NOGENT SUR MARNE|94|52||J|101|47.0|1|||||2020
1|22/12/2020|Vente en l'état futur d'achèvement|194000,00||||||NOGENT SUR MARNE|94|52||J|101|74.0|1|||||2020
1|22/12/2020|Vente en l'état futur d'achèvement|194000,00||||||NOGENT SUR MARNE|94|52||J|101|51.0|1|||||2020
